---,Row Name,Name,StarSystemName,PosX,PosY,SpectralType,Luminosity,SubType,PrimarySlot,Cluster,ClusterOverlay,ClusterConstellation
1959,1959,1959,Fairfield,288.959,45.703,M,V,4,1,"(Id="""")",None,None
1960,1960,1960,Igualada,290.274,114.234,G,V,0,2,"(Id="""")",None,None
1962,1962,1962,Steeles,291.563,-141.977,K,V,5,1,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
1963,1963,1963,Loysville,291.821,319.998,K,V,5,5,"(Id="""")",None,None
1964,1964,1964,Chapineria,292.088,392.083,K,V,1,2,"(Id="""")",None,None
1965,1965,1965,Marodzi,292.088,-274.598,G,V,1,3,"(Id="""")",None,None
1966,1966,1966,Evansville,293.644,-36.233,G,V,3,2,"(Id=""MWFactionAsset:RepairSystem_3"")",None,None
1967,1967,1967,Enchi,294.417,-287.78,K,V,4,1,"(Id="""")",None,None
1968,1968,1968,Kaguyak,297.251,-236.036,F,V,2,4,"(Id="""")",None,None
1969,1969,1969,Semichi,299.59,-214.831,K,V,2,2,"(Id="""")",None,None
1970,1970,1970,Chakachamna,299.848,-181.231,F,V,8,3,"(Id="""")",None,None
1971,1971,1971,Espakeh,301.911,341.683,F,V,9,2,"(Id="""")",None,None
1972,1972,1972,Maynard,304.496,2.283,K,V,8,1,"(Id="""")",None,None
1973,1973,1973,Gravenhage,304.745,425.981,G,V,1,3,"(Id=""MWFactionAsset:RepairSystem_29"")",/Game/Campaign/CampaignArcs/Regions/EndgameClusters/29_Collision.29_Collision,/Game/Campaign/CampaignArcs/Regions/EndgameClusters/Safezone_29.Safezone_29
1974,1974,1974,Paulding,305.003,-101.143,F,V,2,2,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
1975,1975,1975,Colchester,305.27,-13.488,F,V,1,4,"(Id="""")",None,None
1976,1976,1976,Potwin,307.6,-19.95,K,V,7,1,"(Id="""")",None,None
1977,1977,1977,Leipsic,307.857,-103.92,K,V,0,2,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
1978,1978,1978,Leyland,308.632,392.898,F,V,3,3,"(Id="""")",None,None
1979,1979,1979,Grossbach,310.035,-366.791,G,V,7,1,"(Id="""")",None,None
1980,1980,1980,Tegaldanas,310.184,-279.75,G,V,2,2,"(Id="""")",None,None
1981,1981,1981,Gant,311.293,-460.545,G,V,1,4,"(Id="""")",None,None
1982,1982,1982,Nadrin,313.287,152.719,F,V,1,3,"(Id="""")",None,None
1983,1983,1983,Ningxia,314.874,313.336,K,V,0,3,"(Id="""")",None,None
1984,1984,1984,Charity,315.099,263.937,F,V,6,4,"(Id="""")",None,None
1985,1985,1985,Lexington,315.608,-22.793,M,V,0,1,"(Id=""MWFactionAsset:InfernosWake"")",None,None
1986,1986,1986,Reisterstown,315.608,-149.211,G,V,9,3,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
1987,1987,1987,Udibi,316.132,69.75,F,V,7,2,"(Id=""MWFactionAsset:DavionKurita_1"")",None,None
1988,1988,1988,Kotzebue,316.649,-205.809,F,V,8,2,"(Id="""")",None,None
1989,1989,1989,Newton,317.412,-30.54,M,V,6,1,"(Id="""")",None,None
1990,1990,1990,Cassias,317.678,79.828,M,Ia,5,1,"(Id=""MWFactionAsset:DavionKurita_1"")",None,None
1991,1991,1991,Qandahar,317.971,358.116,G,IV,0,3,"(Id="""")",None,None
1993,1993,1993,Nunivak,322.07,-188.264,K,V,0,2,"(Id="""")",None,None
1994,1994,1994,Algate,323.626,378.128,K,V,4,1,"(Id="""")",None,None
1995,1995,1995,Hartshill,323.626,407.593,M,V,7,1,"(Id=""MWFactionAsset:RepairSystem_29"")",None,None
1996,1996,1996,Logan's Land,323.666,-356.676,M,V,7,1,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1997,1997,1997,Sun Prairie,325.182,28.904,F,V,6,3,"(Id=""MWFactionAsset:InfernosWake"")",None,None
1998,1998,1998,Slaithwaite,325.957,393.123,G,V,6,2,"(Id="""")",None,None
1999,1999,1999,Delitzsch,326.461,146.804,F,V,6,3,"(Id=""MWFactionAsset:RepairSystem_25"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneSection2/SafezoneCollision/Safezone6_Collision.Safezone6_Collision,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneSection2/Safezone6.Safezone6
2000,2000,2000,Brailsford,327.49,385.138,M,V,1,1,"(Id="""")",None,None
2001,2001,2001,Songgang,327.758,-299.672,M,V,2,1,"(Id="""")",None,None
2002,2002,2002,Bellevue,328.026,-57.682,K,V,8,1,"(Id="""")",None,None
2003,2003,2003,McGehee,330.336,74.915,K,V,5,1,"(Id="""")",None,None
2004,2004,2004,Norman's World,330.482,-353.598,G,V,6,2,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
2005,2005,2005,Hecheng,332.312,-266.247,K,V,7,1,"(Id="""")",None,None
2006,2006,2006,Chorley,332.933,379.684,F,V,7,3,"(Id="""")",None,None
2007,2007,2007,Altdorf,333.189,119.374,F,V,5,3,"(Id=""MWFactionAsset:RepairSystem_25"")",None,None
2008,2008,2008,Belaire,334.489,-274.3,G,V,9,2,"(Id="""")",None,None
2009,2009,2009,Choudrant,336.035,56.042,F,V,7,4,"(Id=""MWFactionAsset:RepairSystem_6"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneCollision/Safezone_3_Blob.Safezone_3_Blob,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/Safezone_3.Safezone_3
2010,2010,2010,Salford,339.395,403.203,G,V,3,3,"(Id="""")",None,None
2011,2011,2011,Celentaro,339.936,-348.979,F,V,6,3,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
2012,2012,2012,Capra,340.416,105.709,M,V,1,1,"(Id="""")",None,None
2013,2013,2013,Macomb,341.468,-20.209,K,V,0,3,"(Id=""MWFactionAsset:InfernosWake"")",None,None
2014,2014,2014,Linqing,341.726,310.4,M,V,9,1,"(Id="""")",None,None
2015,2015,2015,Dicallus,342.136,-373.166,G,V,2,3,"(Id="""")",None,None
2016,2016,2016,Sparrevohn,343.786,-188.267,G,V,0,4,"(Id="""")",None,None
2017,2017,2017,Damevang,345.59,64.322,K,V,6,1,"(Id=""MWFactionAsset:RepairSystem_6"")",None,None
2018,2018,2018,Senorbi,345.6,149.873,F,V,2,3,"(Id=""MWFactionAsset:RepairSystem_25"")",None,None
2019,2019,2019,Waldheim,345.848,129.747,K,V,7,1,"(Id=""MWFactionAsset:RepairSystem_25"")",None,None
2020,2020,2020,Kamarod,346.365,360.326,F,V,4,4,"(Id="""")",None,None
2021,2021,2021,Quincy,347.414,-33.904,G,V,8,2,"(Id=""MWFactionAsset:InfernosWake"")",None,None
2022,2022,2022,Monywa,348.96,265.681,K,V,6,1,"(Id="""")",None,None
2023,2023,2023,Abiy Adi,349.466,314.567,F,V,6,3,"(Id="""")",None,None
2024,2024,2024,Euclid,349.466,-70.614,K,V,3,2,"(Id="""")",None,None
2025,2025,2025,Cambiano,351.538,-241.982,F,V,7,4,"(Id="""")",None,None
2026,2026,2026,Necedah,353.876,-8.057,G,V,9,3,"(Id=""MWFactionAsset:InfernosWake"")",/Game/Campaign/CampaignArcs/Regions/4_1/4_1_Mesh.4_1_Mesh,None
2027,2027,2027,Brihuega,354.897,391.082,M,V,7,1,"(Id="""")",None,None
2028,2028,2028,Gambarare,357.235,-269.94,K,V,6,1,"(Id="""")",None,None
2029,2029,2029,Colia,357.494,66.905,M,V,3,1,"(Id=""MWFactionAsset:RepairSystem_6"")",None,None
2030,2030,2030,Macintosh,358.514,-264.979,M,V,9,2,"(Id="""")",None,None
2031,2031,2031,Micros III,361.497,-433.497,F,V,7,3,"(Id="""")",None,None
2032,2032,2032,Ad Duwayd,361.884,374.511,K,V,8,1,"(Id="""")",None,None
2033,2033,2033,Cimeron,362.649,83.967,G,V,0,3,"(Id="""")",None,None
2034,2034,2034,Point Barrow,362.915,-129.79,K,V,4,2,"(Id="""")",None,None
2035,2035,2035,Multan,363.699,329.015,F,V,1,3,"(Id="""")",None,None
2036,2036,2036,Melcher,367.306,38.472,F,V,4,4,"(Id=""MWFactionAsset:InfernosWake"")",None,None
2037,2037,2037,Nowhere,369.12,403.203,M,V,3,1,"(Id="""")",None,None
2038,2038,2038,Tatlawiksuk,371.449,-190.348,F,V,3,4,"(Id="""")",None,None
2039,2039,2039,Koulen,371.697,229.267,F,V,5,3,"(Id=""MWFactionAsset:RepairSystem_30"")",None,None
2040,2040,2040,Korramabad,372.727,364.46,G,V,5,2,"(Id="""")",None,None
2041,2041,2041,Pusht-i-rud,372.724,348.637,F,V,7,4,"(Id="""")",None,None
2042,2042,2042,Verdigreis,372.737,-330.694,G,V,1,4,"(Id="""")",None,None
2043,2043,2043,Keytesville,375.066,-30.813,M,V,6,1,"(Id=""MWFactionAsset:InfernosWake"")",None,None
2044,2044,2044,Huaide,376.88,286.623,K,V,0,2,"(Id="""")",None,None
2045,2045,2045,Soul,377.396,279.121,M,V,2,5,"(Id="""")",None,None
2046,2046,2046,Orkney (TC),378.867,-399.299,M,V,7,1,"(Id="""")",None,None
2047,2047,2047,Althea's Choice,380.171,-340.187,G,V,1,3,"(Id="""")",None,None
2048,2048,2048,Abagnar,380.231,314.823,G,V,9,3,"(Id="""")",None,None
2049,2049,2049,Sinope,382.56,195.367,G,V,3,2,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2050,2050,2050,Birmensdorf,383.083,-270.932,F,V,2,4,"(Id="""")",None,None
2051,2051,2051,Zalaf,388.248,212.179,M,V,9,1,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2052,2052,2052,Agliana,389.805,-289.562,G,V,6,2,"(Id="""")",None,None
2053,2053,2053,Hongor,390.063,314.277,G,V,9,2,"(Id="""")",None,None
2054,2054,2054,Andalusia,391.342,-109.169,G,V,0,4,"(Id="""")",None,None
2055,2055,2055,Ramgarh,391.866,224.844,F,V,1,3,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2056,2056,2056,Meinrad,392.649,-85.09,G,V,2,3,"(Id="""")",None,None
2057,2057,2057,Latexo,392.906,80.345,M,V,9,1,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
2058,2058,2058,Mansfield,394.701,-62.597,G,V,9,3,"(Id="""")",None,None
2059,2059,2059,Bonneau,396.266,-165.967,F,V,5,3,"(Id="""")",None,None
2060,2060,2060,Estuan,396.52,-306.719,G,V,5,2,"(Id="""")",None,None
2061,2061,2061,Niles (OA),398.587,119.892,F,V,9,3,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2062,2062,2062,Ottumwa,398.587,33.295,M,V,6,1,"(Id="""")",None,None
2063,2063,2063,Junior,399.62,0.985,K,V,8,1,"(Id="""")",None,None
2064,2064,2064,Monroe,403.245,-44.769,F,V,1,3,"(Id=""MWFactionAsset:RepairSystem_2"")",None,None
2065,2065,2065,Brundage,403.502,49.323,G,III,4,4,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
2066,2066,2066,Mayetta,405.307,6.93,F,II,7,5,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
2067,2067,2067,Neukirchen (Jodipur 3025-),406.348,-247.142,F,V,4,4,"(Id="""")",None,None
2068,2068,2068,Niquinohomo,407.636,-226.723,G,V,2,3,"(Id="""")",None,None
2069,2069,2069,Land's End,407.884,319.998,K,V,9,1,"(Id="""")",None,None
2070,2070,2070,Waimalu,408.143,-178.452,G,V,7,3,"(Id="""")",None,None
2071,2071,2071,Charleston,409.646,-389.514,F,V,6,4,"(Id="""")",None,None
2073,2073,2073,Anguilla,411.779,79.279,K,V,3,2,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
2074,2074,2074,Cerulean,412.809,-80.698,F,V,6,2,"(Id="""")",None,None
2075,2075,2075,Kokpekty,412.809,302.392,K,V,5,1,"(Id="""")",None,None
2077,2077,2077,Sullivan,413.067,-31.071,G,V,1,3,"(Id=""MWFactionAsset:RepairSystem_2"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneCollision/Safezone_2_Blob.Safezone_2_Blob,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/Safezone_2.Safezone_2
2078,2078,2078,Princton,413.314,26.321,G,V,4,3,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
2079,2079,2079,Sturgis,416.942,68.708,K,V,6,1,"(Id=""MWFactionAsset:MercenaryRow"")",/Game/Campaign/CampaignArcs/Regions/3_1/3_1_Mesh.3_1_Mesh,None
2080,2080,2080,Carvajal,417.122,-435.915,G,V,7,2,"(Id="""")",None,None
2081,2081,2081,Rezak's Hole,418.427,339.173,K,V,5,1,"(Id="""")",None,None
2082,2082,2082,Suianheer,419.529,246.551,G,V,8,2,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2083,2083,2083,Armington,420.819,-303.736,K,V,7,1,"(Id="""")",None,None
2084,2084,2084,Sylvan,423.147,3.056,F,V,5,3,"(Id="""")",None,None
2085,2085,2085,Lihue,424.167,-198.574,F,V,6,3,"(Id="""")",None,None
2086,2086,2086,Defiance,424.953,-106.593,G,V,0,7,"(Id="""")",None,None
2087,2087,2087,Pirates Haven (50) (Badlands Cluster 3025-),424.959,-349.827,F,V,4,3,"(Id="""")",None,None
2088,2088,2088,Waipahu,426.507,-187.968,G,V,0,3,"(Id="""")",None,None
2089,2089,2089,Mokane,427.022,-23.051,G,V,9,3,"(Id=""MWFactionAsset:RepairSystem_2"")",None,None
2090,2090,2090,Csomad,427.282,-292.14,G,V,7,3,"(Id="""")",None,None
2091,2091,2091,Tyrrhenia,428.555,-488.473,G,V,2,2,"(Id="""")",None,None
2092,2092,2092,Lyceum,428.57,75.958,M,V,5,1,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2093,2093,2093,Enif,429.094,288.686,F,V,8,4,"(Id="""")",None,None
2094,2094,2094,Pascagoula,429.611,57.34,G,V,7,2,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
2095,2095,2095,Weldon,429.601,-92.846,G,V,9,3,"(Id="""")",None,None
2096,2096,2096,Alegro,429.841,144.618,G,V,0,4,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2097,2097,2097,Baxley,432.196,-150.01,K,IV,5,3,"(Id="""")",None,None
2098,2098,2098,Hickok,432.187,-4.961,G,V,8,3,"(Id=""MWFactionAsset:RepairSystem_2"")",None,None
2100,2100,2100,St. Robert,433.485,-31.328,G,V,7,2,"(Id=""MWFactionAsset:RepairSystem_2"")",None,None
2101,2101,2101,Dothan,433.735,-134.245,G,V,4,1,"(Id="""")",None,None
2102,2102,2102,Sabanillas,433.735,-176.369,A,III,3,4,"(Id="""")",None,None
2103,2103,2103,Brasha,436.566,194.866,G,V,4,4,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2104,2104,2104,Dindatari,438.548,159.677,K,V,4,1,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2105,2105,2105,Brookeland,440.204,70.523,K,V,4,1,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
2106,2106,2106,Fuveau,440.454,-232.666,K,V,3,2,"(Id="""")",None,None
2107,2107,2107,Kinkaid II,440.546,122.486,G,V,9,2,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2108,2108,2108,Morthac,442.736,174.363,F,V,8,3,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2109,2109,2109,Belle Isle,445.267,-451.75,F,V,4,4,"(Id="""")",None,None
2110,2110,2110,De Berry,446.666,62.502,G,V,6,2,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
2111,2111,2111,Kettering,446.672,-97.517,K,V,3,1,"(Id="""")",None,None
2112,2112,2112,Perdido,446.666,-113.236,G,V,4,2,"(Id="""")",None,None
2113,2113,2113,Tsamma,447.964,-44.769,K,VII,2,4,"(Id="""")",None,None
2114,2114,2114,Vicente,448.997,-69.844,F,V,6,4,"(Id="""")",None,None
2115,2115,2115,Adrian,449.254,28.13,M,V,3,1,"(Id="""")",None,None
2116,2116,2116,Baranda,449.246,-259.031,K,V,6,1,"(Id="""")",None,None
2117,2117,2117,Greeley,449.254,40.273,K,V,5,2,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
2118,2118,2118,Milligan's World,450.536,217.364,G,V,3,2,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2119,2119,2119,Protection,451.843,5.382,G,V,9,2,"(Id="""")",None,None
2120,2120,2120,Crestoblus,452.156,102.526,F,V,5,4,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2121,2121,2121,Redondo,454.679,-213.639,F,V,3,3,"(Id="""")",None,None
2122,2122,2122,"Calish (Calish II, III)",457.6,159.587,M,V,8,1,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2123,2123,2123,Hephzibah,457.521,-167.55,F,V,4,3,"(Id="""")",None,None
2124,2124,2124,Xenia,457.53,-88.973,K,V,1,2,"(Id="""")",None,None
2125,2125,2125,Colchis,458.018,-498.371,K,V,8,1,"(Id="""")",None,None
2126,2126,2126,Eustatius,458.045,-198.575,F,V,8,4,"(Id="""")",None,None
2127,2127,2127,Shubuta,459.842,-123.343,G,V,1,4,"(Id="""")",None,None
2128,2128,2128,Molino,460.355,-134.743,F,V,3,3,"(Id="""")",None,None
2129,2129,2129,Hoonaar,460.634,-264.984,G,V,7,2,"(Id="""")",None,None
2130,2130,2130,Chanute,463.735,23.474,M,V,3,1,"(Id="""")",None,None
2131,2131,2131,Broaddus,465.025,55.784,F,V,7,4,"(Id=""MWFactionAsset:RepairSystem_1"")",None,None
2132,2132,2132,Dneiper,465.051,244.219,F,V,4,3,"(Id="""")",None,None
2133,2133,2133,Gronholt,466.046,-261.113,F,V,5,4,"(Id="""")",None,None
2134,2134,2134,Vackisujfalu,466.311,-286.49,K,V,5,1,"(Id="""")",None,None
2135,2135,2135,Quiberas,467.773,174.002,K,V,7,1,"(Id="""")",None,None
2136,2136,2136,Nagel,470.969,6.414,G,V,8,2,"(Id="""")",None,None
2137,2137,2137,Minette,471.612,-109.702,K,V,1,2,"(Id="""")",None,None
2138,2138,2138,Mejicanos,472.251,-181.724,F,V,3,3,"(Id="""")",None,None
2139,2139,2139,Adelson,472.766,-245.354,G,V,9,2,"(Id="""")",None,None
2140,2140,2140,Prinis Prime,473.216,233.331,K,V,2,1,"(Id="""")",None,None
2141,2141,2141,Benedict,473.29,-11.428,M,V,6,1,"(Id="""")",None,None
2142,2142,2142,Rushaven,473.579,211.016,M,V,4,1,"(Id="""")",None,None
2143,2143,2143,Milligan,475.095,38.728,G,V,3,3,"(Id=""MWFactionAsset:RepairSystem_1"")",None,None
2144,2144,2144,Vandalia,477.69,-66.217,F,V,1,4,"(Id="""")",None,None
2145,2145,2145,Pajarito,479.751,77.243,G,V,7,2,"(Id=""MWFactionAsset:RepairSystem_1"")",None,None
2146,2146,2146,Mitchella,481.006,141.717,G,V,2,2,"(Id="""")",None,None
2147,2147,2147,Davisville,481.307,-27.443,G,V,9,2,"(Id="""")",None,None
2148,2148,2148,Jaboatao,481.307,-212.055,M,V,5,1,"(Id="""")",None,None
2149,2149,2149,Quatre Belle,481.369,156.414,F,IV,4,4,"(Id="""")",None,None
2150,2150,2150,Risin,483.557,225.893,K,V,5,1,"(Id="""")",None,None
2151,2151,2151,Erod's Escape,483.634,-501.888,G,V,0,5,"(Id="""")",None,None
2152,2152,2152,Symsonia,486.738,-95.693,G,V,8,2,"(Id="""")",None,None
2153,2153,2153,Hortense,488.03,-144.558,F,V,9,3,"(Id="""")",None,None
2154,2154,2154,Coraines,489.546,196.5,F,V,4,4,"(Id="""")",None,None
2155,2155,2155,Ramora,491.303,99.048,G,V,3,3,"(Id="""")",None,None
2156,2156,2156,Sodertalje,493.977,-235.248,F,V,7,2,"(Id="""")",None,None
2157,2157,2157,Banori,494.25,124.118,G,V,4,3,"(Id="""")",None,None
2158,2158,2158,Des Arc,496.566,-83.542,M,V,9,1,"(Id="""")",None,None
2159,2159,2159,Jordan Wais,496.804,177.265,G,V,6,2,"(Id="""")",None,None
2160,2160,2160,Marknick,498.694,-483.195,G,V,0,3,"(Id="""")",None,None
2161,2161,2161,Gillingham,500.693,-211.461,F,V,6,3,"(Id="""")",None,None
2162,2162,2162,Woodbine,503.68,23.77,G,III,4,5,"(Id="""")",None,None
2163,2163,2163,Hoyleton,506.128,-51.745,K,V,8,1,"(Id="""")",None,None
2164,2164,2164,Alta Vista,506.635,12.881,M,V,5,1,"(Id="""")",None,None
2165,2165,2165,Filtvelt,506.643,-181.529,G,III,5,3,"(Id="""")",None,None
2166,2166,2166,Kirbyville,507.158,51.135,F,V,1,3,"(Id="""")",None,None
2167,2167,2167,Mishkadrill,509.843,86.018,M,V,7,1,"(Id="""")",None,None
2168,2168,2168,Gaul,514.084,-487.592,G,V,8,3,"(Id="""")",None,None
2169,2169,2169,Mermentau,521.361,-39.332,K,V,2,2,"(Id="""")",None,None
2170,2170,2170,Cogdell,521.902,-141.512,G,V,5,4,"(Id="""")",None,None
2171,2171,2171,Crofton,522.914,-78.108,F,V,9,3,"(Id="""")",None,None
2172,2172,2172,Sterlington,524.213,53.723,G,V,1,3,"(Id="""")",None,None
2173,2173,2173,Kountze,524.467,27.094,M,V,7,1,"(Id="""")",None,None
2174,2174,2174,Stratford,526.273,38.988,M,V,4,1,"(Id="""")",None,None
2175,2175,2175,Mararn,526.534,-219.982,K,V,8,1,"(Id="""")",None,None
2176,2176,2176,Zolfo,527.319,-71.907,F,V,5,4,"(Id="""")",None,None
2177,2177,2177,Marielund,527.921,-179.865,K,V,9,1,"(Id="""")",None,None
2178,2178,2178,Loparri,528,125.026,G,V,3,2,"(Id="""")",None,None
2179,2179,2179,Skepptana,529.901,-191.038,G,V,1,4,"(Id="""")",None,None
2180,2180,2180,Diik,531.014,-464.283,G,V,7,3,"(Id="""")",None,None
2181,2181,2181,Vibrunum,531.454,-20.722,K,V,1,2,"(Id="""")",None,None
2182,2182,2182,Brockton,531.977,-119.184,F,V,0,4,"(Id="""")",None,None
2183,2183,2183,Metter,533.26,-98.012,K,V,7,1,"(Id="""")",None,None
2184,2184,2184,Rudolpho,533.989,156.594,K,V,4,1,"(Id="""")",None,None
2185,2185,2185,Broken Wheel,534.29,-173.501,G,V,0,5,"(Id="""")",None,None
2186,2186,2186,Delacambre,539.708,4.872,G,V,0,4,"(Id="""")",None,None
2187,2187,2187,Morven,544.367,-147.132,G,V,6,2,"(Id="""")",None,None
2188,2188,2188,Lackland,546.474,-173.797,G,V,9,4,"(Id="""")",None,None
2189,2189,2189,Praxton,547.409,131.739,M,V,1,1,"(Id="""")",None,None
2190,2190,2190,Oscar,548.604,-451.75,F,V,5,3,"(Id="""")",None,None
2191,2191,2191,Neosho,549.801,-25.64,K,V,5,1,"(Id="""")",None,None
2192,2192,2192,Hahira,550.062,-100.644,M,V,8,1,"(Id="""")",None,None
2193,2193,2193,Altoona (FS),550.569,-4.176,K,V,7,1,"(Id="""")",None,None
2194,2194,2194,Humansville,552.89,-32.356,F,V,8,4,"(Id="""")",None,None
2195,2195,2195,Shawnee,552.906,-65.444,G,V,5,5,"(Id="""")",None,None
2196,2196,2196,McRae,553.176,-84.574,K,V,7,1,"(Id="""")",None,None
2197,2197,2197,Inman,556.02,7.187,G,V,3,2,"(Id="""")",None,None
2198,2198,2198,Farnsworth,561.438,31.491,G,V,7,3,"(Id="""")",None,None
2199,2199,2199,Memphis,562.206,-141.68,M,V,4,1,"(Id="""")",None,None
2200,2200,2200,Ebro,563.759,-129.592,K,V,9,1,"(Id="""")",None,None
2201,2201,2201,Sherwood,563.751,-118.685,M,V,3,1,"(Id="""")",None,None
2202,2202,2202,Lastpost,565.533,-444.159,F,V,9,4,"(Id="""")",None,None
2203,2203,2203,Rentz,570.493,-98.012,K,V,7,1,"(Id="""")",None,None
2204,2204,2204,Trimaldix,571.729,131.737,G,V,3,2,"(Id="""")",None,None
2205,2205,2205,Kilbourne,571.776,43.643,K,V,4,2,"(Id="""")",None,None
2206,2206,2206,Offerman,573.321,-52.26,G,V,7,2,"(Id="""")",None,None
2207,2207,2207,Thibodaux,576.165,-7.54,F,V,5,3,"(Id="""")",None,None
2209,2209,2209,Chenier,580.569,-41.409,K,V,5,1,"(Id="""")",None,None
2210,2210,2210,Arnaudville,583.659,36.658,F,V,6,3,"(Id="""")",None,None
2211,2211,2211,Ferris (OA),583.667,126.868,G,V,6,2,"(Id="""")",None,None
2212,2212,2212,Beaumont,583.944,39.755,K,V,3,2,"(Id="""")",None,None
2213,2213,2213,Rosepine,584.182,-22.793,G,V,1,3,"(Id="""")",None,None
2214,2214,2214,Anjin Muerto,586.511,-78.111,M,V,9,1,"(Id="""")",None,None
2215,2215,2215,Pattison,587.659,54.501,G,V,1,3,"(Id="""")",None,None
2217,2217,2217,Valasha,588.776,93.273,M,V,6,1,"(Id="""")",None,None
2218,2218,2218,Bassfield,588.832,4.872,G,V,5,3,"(Id="""")",None,None
2219,2219,2219,Tangipahoa,589.347,-21.506,K,V,5,1,"(Id="""")",None,None
2220,2220,2220,Baliggora,590.773,154.367,M,V,4,1,"(Id="""")",None,None
2221,2221,2221,Boondock,590.899,21.414,K,V,7,1,"(Id="""")",None,None
2223,2223,2223,Raldamax,596.397,141.353,M,V,5,1,"(Id="""")",None,None
2225,2225,2225,Abbeville,605.903,-39.852,F,V,2,4,"(Id="""")",None,None
2226,2226,2226,Okefenokee,606.925,-67.511,G,V,5,4,"(Id="""")",None,None
2227,2227,2227,Cohay,610.039,11.331,G,V,2,1,"(Id="""")",None,None
2228,2228,2228,Millray,610.546,31.752,F,V,9,4,"(Id="""")",None,None
2229,2229,2229,Delos IV,613.405,59.926,F,V,3,4,"(Id="""")",None,None
2230,2230,2230,Hivrannee,626.057,-5.99,K,V,5,1,"(Id="""")",None,None
2231,2231,2231,Kentwood,627.34,-20.204,K,V,4,1,"(Id="""")",None,None
2232,2232,2232,Brocchi's Cluster (40),160.691,387.513,K,V,6,1,"(Id="""")",None,None
3450,3450,3450,JP-H-405,580,-175,None,,0,,"(Id="""")",None,None
3451,3451,3451,JP-W-395,595,-200,None,,0,,"(Id="""")",None,None
3452,3452,3452,JP-V-405,620,-215,None,,0,,"(Id="""")",None,None
3453,3453,3453,JP-S-425,645,-220,None,,0,,"(Id="""")",None,None
3454,3454,3454,JP-R-381,668,-287,None,,0,,"(Id="""")",None,None
3455,3455,3455,JP-X-348,648,-300,None,,0,,"(Id="""")",None,None
3456,3456,3456,JP-K-315,635,-320,None,,0,,"(Id="""")",None,None
3457,3457,3457,JP-H-664,658,6,None,,0,,"(Id="""")",None,None
3458,3458,3458,JP-C-719,679,40,None,,0,,"(Id="""")",None,None
3459,3459,3459,JP-V-707,646,61,None,,0,,"(Id="""")",None,None
3460,3460,3460,JP-AA-632,520,112,None,,0,,"(Id="""")",None,None
