,StarSystemName,PosX,PosY,SpectralType,Luminosity,SubType,PrimarySlot
3244,DPR 0617,391,999,K,V,4,1
3245,DPR 0618,414,984,M,V,9,1
3246,DPR 0701,-79,698,M,V,1,1
3247,DPR 0702,-54,713,M,V,3,1
3248,DPR 0703,-29,728,M,V,1,1
3249,DPR 0704,-4,743,M,V,7,1
3250,DPR 0705,44,772,K,V,5,1
3251,DPR 0706,65,790,M,V,1,1
3252,DPR 0707,86,808,M,V,2,1
3253,DPR 0708,107,826,G,V,5,1
3254,DPR 0709,122,869,G,V,9,1
3255,DPR 0710,116,894,M,V,9,1
3256,DPR 0711,155,832,M,V,1,1
3257,DPR 0712,181,821,M,V,6,1
3258,DPR 0713,207,810,M,V,7,1
3259,DPR 0714,234,799,M,V,1,1
3260,ER 044,18,1745,M,V,7,1
3261,ER 045,-82,1610,M,V,6,1
3262,JF 01,575,510,M,V,6,1
3263,JF 02,573,478,M,V,9,1
3264,JF 03,595,525,M,V,9,1
3265,KC 12,68,1746,M,V,1,1
3266,KC 13,49,1817,M,V,2,1
3267,KC 14,24,1862,M,V,3,1
3268,KC 15,-35,1855,M,V,7,1
3269,KC 16,-89,1823,M,V,0,1
3270,KC 17,-110,1835,K,V,3,1
3271,TFS 01,416,472,M,V,0,1
3272,TFS 02,416,501,M,V,5,1
3273,TFS 03,415,528,M,V,6,1
3274,TFS 04,415,555,M,V,7,1
3275,TFS 05,414,582,M,V,1,1
3276,TFS 06,390,620,M,V,3,1
3277,TFS 07,366,632,M,V,8,1
3278,TFS 08,342,644,M,V,0,1
3279,TFS 09,318,656,K,V,6,1
3280,TFS 10,287,692,G,V,9,1
3281,TFS 11,280,716,M,V,7,1
3282,TFS 12,274,740,M,V,7,1
3283,TFS 13,268,764,M,V,2,1
3284,TFS 14,258,815,M,V,7,1
3285,TFS 15,256,841,K,V,5,1
3286,TFS 16,253,868,M,V,5,1
3287,TFS 17,251,894,M,V,6,1
3288,TFS 18,248,921,M,V,0,1
3289,TFS 19,304,1064,M,V,1,1
3290,TFS 20,285,1084,M,V,2,1
3291,TFS 21,267,1104,K,V,2,1
3292,TFS 22,248,1124,M,V,0,1
3293,TFS 23,230,1144,M,V,6,1
3294,TFS 24,204,1192,M,V,1,1
3295,TFS 25,197,1220,M,V,4,1
3296,TFS 26,191,1248,M,V,1,1
3297,TFS 27,185,1276,M,V,7,1
3298,TFS 28,179,1304,A,V,2,1
3299,TFS 29,173,1332,M,V,2,1
3300,TFS 30,167,1360,M,V,5,1
3301,TFS 31,161,1388,M,V,6,1
3302,TFS 32,155,1416,G,V,6,1
3303,TFS 33,149,1444,M,V,0,1
3304,TFS 34,143,1472,K,V,9,1
3305,TFS 35,137,1500,M,V,2,1
3306,TFS 36,131,1528,K,V,2,1
3307,TFS 37,125,1556,G,V,8,1
3308,TFS 38,119,1584,G,V,0,1
3309,TFS 39,113,1612,M,V,5,1
3310,TFS 40,107,1640,M,V,7,1
3311,TFS 41,101,1668,M,V,8,1
3312,TFS 42,95,1696,K,V,2,1
3313,ER 001,-82,530,M,V,1,1
3314,ER 002,-86,555,M,V,2,1
3315,ER 003,-90,580,M,V,0,1
3316,ER 004,-94,605,M,V,3,1
3317,ER 005,-98,630,G,V,8,1
3318,ER 006,-102,655,G,V,6,1
3319,ER 007,-112,708,M,V,9,1
3320,ER 008,-120,733,M,V,6,1
3321,ER 009,-128,758,M,V,1,1
3322,ER 010,-136,783,M,V,9,1
3323,ER 011,-134,822,M,V,2,1
3324,ER 012,-126,842,G,V,6,1
3325,ER 013,-118,862,M,V,2,1
3326,ER 014,-102,909,M,V,1,1
3327,ER 015,-92,934,G,V,9,1
3328,ER 016,-82,959,M,V,9,1
3329,ER 017,-92,1005,G,V,9,1
3330,ER 018,-112,1025,M,V,6,1
3331,ER 019,-116,1065,M,V,8,1
3332,ER 020,-117,1093,M,V,0,1
3333,ER 021,-117,1122,M,V,0,1
3334,ER 022,-118,1150,M,V,9,1
3335,ER 023,-118,1179,M,V,9,1
3336,ER 024,-119,1207,M,V,1,1
3337,ER 025,-119,1236,G,V,8,1
3338,ER 026,-120,1264,M,V,0,1
3339,ER 027,-121,1293,M,V,3,1
3340,ER 028,-122,1321,M,V,4,1
3341,ER 029,-122,1350,M,V,7,1
3342,ER 030,-123,1378,M,V,4,1
3343,ER 031,-123,1407,F,V,3,1
3344,ER 032,-124,1436,M,V,3,1
3345,ER 033,-124,1465,M,V,5,1
3346,ER 034,-124,1494,K,V,4,1
3347,ER 035,-124,1523,M,V,8,1
3348,ER 036,-124,1552,M,V,7,1
3349,ER 037,-124,1581,M,V,8,1
3350,ER 038,-96,1625,M,V,4,1
3351,ER 039,-76,1645,A,V,0,1
3352,ER 040,-56,1665,M,V,2,1
3353,ER 041,-36,1685,M,V,4,1
3354,ER 042,-16,1705,M,V,4,1
3355,ER 043,4,1725,M,V,6,1
3356,KC 01,2,1777,M,V,8,1
3357,KC 02,-40,1814,M,V,0,1
3358,KC 03,0,1900,M,V,8,1
3359,KC 04,-45,1883,M,V,5,1
3360,KC 05,47,1860,M,V,5,1
3361,KC 06,62,1827,K,V,3,1
3362,KC 07,68,1776,M,V,8,1
3363,KC 08,95,1780,M,V,3,1
3364,KC 09,101,1763,M,V,4,1
3365,KC 10,88,1725,M,V,1,1
3366,KC 11,128,1736,M,V,3,1
3367,NP 00,-163,543,M,V,0,1
3368,NP 01,-396,354,K,V,8,1
3369,NP 02,-555,132,M,V,1,1
3370,NP 03,-580,134,M,V,9,1
3371,NP 04,-495,-116,M,V,6,1
3372,NP 05,-458,-193,M,V,2,1
3373,NP 06,-475,-275,G,V,6,1
3374,NP 07,-453,-366,M,V,9,1
3375,NP 08,-375,-390,M,V,8,1
3376,NP 09,-351,-417,M,V,1,1
3377,NP 10,-352,-447,M,V,9,1
3378,NP 11,-381,-483,M,V,1,1
3379,NP 12,-364,-374,M,V,2,1
3380,NP 13,-344,-377,M,V,3,1
3381,NP 14,-305,-383,M,V,2,1
3382,NP 15,-255,-458,M,V,7,1
3383,NP 16,-265,-500,K,V,4,1
3384,NP 17,-283,-539,M,V,0,1
3385,NP 18,-287,-564,K,V,1,1
3386,NP 19,-214,-458,M,V,8,1
3387,NP 20,-173,-477,K,V,0,1
3388,NP 21,-235,-530,M,V,2,1
3389,NP 22,-47,-503,K,V,0,1
3390,NP 23,4,-471,K,V,7,1
3391,NP 24,35,-495,K,V,4,1
3392,NP 25,95,-487,M,V,4,1
3393,NP 26,213,-484,G,V,9,1
3394,NP 27,225,-500,M,V,1,1
3395,NP 28,269,-430,M,V,5,1
3396,NP 29,291,-453,K,V,3,1
3397,NP 30,339,-451,M,V,3,1
3398,NP 31,417,-417,M,V,5,1
3399,NP 32,379,-457,M,V,7,1
3400,NP 33,414,-487,K,V,0,1
3401,NP 34,451,-478,M,V,5,1
3402,NP 35,366,-397,M,V,7,1
3403,NP 36,425,-455,M,V,6,1
3404,NP 37,519,-282,M,V,4,1
3405,NP 38,541,-295,M,V,8,1
3406,NP 39,560,-275,M,V,5,1
3407,NP 40,683,-107,M,V,1,1
3408,NP 41,660,-108,M,V,8,1
3409,NP 42,563,-308,M,V,7,1
3410,NP 43,585,-321,M,V,7,1
3411,NP 44,607,-334,G,V,3,1
3412,NP 45,608,-212,K,V,1,1
3413,NP 46,635,-212,M,V,8,1
3414,NP 47,633,19,M,V,5,1
3415,NP 48,657,19,F,V,4,1
3416,NP 49,640,62,M,V,1,1
3417,NP 50,800,203,M,V,9,1
3418,NP 51,446,263,M,V,9,1
3419,NP 52,479,300,M,V,0,1
3420,NP 53,495,320,G,V,8,1
3421,NP 54,511,340,M,V,5,1
3422,NP 55,386,417,M,V,0,1
3423,NP 56,401,432,M,V,4,1
3424,NP 57,429,450,M,V,1,1
3425,NP 58,444,458,M,V,5,1
3426,NP 59,472,468,M,V,7,1
3427,NP 60,499,479,M,V,6,1
3428,NP 61,527,489,M,V,3,1
3429,NP 62,338,438,M,V,9,1
3430,NP 63,344,459,M,V,4,1
3431,NP 64,225,450,M,V,9,1
3432,NP 65,170,443,M,V,4,1
3433,DPR 0116,-492,1076,M,V,2,1
3434,DPR 0117,-518,1087,K,V,5,1
3435,DPR 0118,-546,1088,K,V,7,1
3436,DPR 0119,-572,1090,K,V,1,1
3437,DPR 0120,-600,1094,M,V,3,1
3438,DPR 0121,-628,1102,M,V,1,1
3439,DPR 0115,-450,1042,M,V,6,1
3440,DPR 0114,-430,1032,M,V,7,1
3441,DPR 0113,-383,1015,M,V,0,1
3442,DPR 0112,-363,1005,K,V,6,1
3443,DPR 0111,-363,975,G,V,3,1
3444,DPR 0110,-365,955,M,V,8,1
3445,DPR 0101,-137,889,G,V,4,1
3446,DPR 0102,-162,894,M,V,1,1
3447,DPR 0103,-187,899,M,V,3,1
3448,DPR 0104,-212,904,M,V,6,1
3449,DPR 0105,-237,909,M,V,0,1
3450,DPR 0106,-262,914,M,V,3,1
3451,DPR 0107,-287,919,M,V,3,1
3452,DPR 0108,-312,924,K,V,5,1
3453,DPR 0109,-337,929,M,V,1,1
3454,DPR 0110,-365,955,M,V,1,1
3455,DPR 0111,-363,975,A,V,0,1
3456,DPR 0112,-363,1005,M,V,2,1
3457,DPR 0113,-383,1015,M,V,9,1
3458,DPR 0114,-430,1032,F,V,8,1
3459,DPR 0115,-450,1042,M,V,0,1
3460,DPR 0116,-492,1076,M,V,5,1
3461,DPR 0117,-518,1087,M,V,7,1
3462,DPR 0118,-546,1088,M,V,2,1
3463,DPR 0119,-572,1090,M,V,4,1
3464,DPR 0120,-600,1094,M,V,5,1
3465,DPR 0121,-628,1102,M,V,0,1
3466,DPR 0201,-725,1075,M,V,8,1
3467,DPR 0202,-732,1048,G,V,6,1
3468,DPR 0203,-739,1021,F,V,5,1
3469,DPR 0204,-744,994,M,V,5,1
3470,DPR 0205,-752,967,K,V,9,1
3471,DPR 0301,-598,813,M,V,3,1
3472,DPR 0302,-573,819,M,V,9,1
3473,DPR 0303,-548,825,A,V,4,1
3474,DPR 0304,-523,831,G,V,1,1
3475,DPR 0305,-497,838,M,V,8,1
3476,DPR 0306,-472,844,M,V,9,1
3477,DPR 0307,-447,850,M,V,8,1
3478,DPR 0308,-422,857,G,V,6,1
3479,DPR 0309,-386,885,M,V,5,1
3480,DPR 0310,-376,907,M,V,0,1
3481,DPR 0401,-425,395,M,V,1,1
3482,DPR 0402,-445,416,M,V,2,1
3483,DPR 0403,-465,437,M,V,1,1
3484,DPR 0404,-485,458,M,V,9,1
3485,DPR 0405,-505,479,M,V,5,1
3486,DPR 0406,-525,500,M,V,5,1
3487,DPR 0407,-545,521,M,V,7,1
3488,DPR 0408,-565,542,M,V,9,1
3489,DPR 0409,-585,563,M,V,6,1
3490,DPR 0410,-605,584,M,V,8,1
3491,DPR 0411,-625,605,M,V,0,1
3492,DPR 0412,-645,626,M,V,8,1
3493,DPR 0413,-665,647,M,V,0,1
3494,DPR 0501,-169,791,F,V,8,1
3495,DPR 0502,-196,781,M,V,8,1
3496,DPR 0503,-223,770,M,V,6,1
3497,DPR 0504,-267,738,M,V,5,1
3498,DPR 0505,-283,716,M,V,9,1
3499,DPR 0506,-300,667,M,V,4,1
3500,DPR 0507,-274,634,K,V,7,1
3501,DPR 0508,-247,628,M,V,5,1
3502,DPR 0509,-220,622,M,V,8,1
3503,DPR 0510,-193,616,M,V,0,1
3504,DPR 0601,-46,976,M,V,7,1
3505,DPR 0602,-20,969,M,V,8,1
3506,DPR 0603,6,960,M,V,1,1
3507,DPR 0604,32,951,M,V,5,1
3508,DPR 0605,58,942,M,V,5,1
3509,DPR 0606,84,933,M,V,8,1
3510,DPR 0607,136,926,M,V,3,1
3511,DPR 0608,163,932,M,V,7,1
3512,DPR 0609,190,938,M,V,4,1
3513,DPR 0610,217,944,M,V,9,1
3514,DPR 0611,260,966,M,V,4,1
3515,DPR 0612,276,986,M,V,3,1
3516,DPR 0613,291,1005,M,V,1,1
3517,DPR 0614,307,1025,M,V,8,1
3518,DPR 0615,345,1029,M,V,8,1
3519,DPR 0616,368,1014,M,V,7,1
3520,DPR 0617,391,999,M,V,7,1
3521,DPR 0618,414,984,M,V,3,1
3522,DPR 0701,-79,698,K,V,5,1
3523,DPR 0702,-54,713,M,V,5,1
3524,DPR 0703,-29,728,M,V,4,1
3525,DPR 0704,-4,743,M,V,0,1
3526,DPR 0705,44,772,G,V,2,1
3527,DPR 0706,65,790,M,V,1,1
3528,DPR 0707,86,808,M,V,7,1
3529,DPR 0708,107,826,M,V,7,1
3530,DPR 0709,122,869,M,V,9,1
3531,DPR 0710,116,894,M,V,6,1
3532,DPR 0711,155,832,K,V,1,1
3533,DPR 0712,181,821,M,V,7,1
3534,DPR 0713,207,810,B,V,9,1
3535,DPR 0714,234,799,M,V,0,1
3536,EC821-387D,-204.8,1732.829,G,V,6,1
3537,ER 001,-82,530,M,V,2,1
3538,ER 002,-86,555,M,V,3,1
3539,ER 003,-90,580,M,V,3,1
3540,ER 004,-94,605,F,V,7,1
3541,ER 005,-98,630,M,V,3,1
3542,ER 006,-102,655,M,V,3,1
3543,ER 007,-112,708,M,V,8,1
3544,ER 008,-120,733,M,V,0,1
3545,ER 009,-128,758,M,V,8,1
3546,ER 010,-136,783,M,V,3,1
3547,ER 011,-134,822,G,V,5,1
3548,ER 012,-126,842,F,V,4,1
3549,ER 013,-118,862,M,V,9,1
3550,ER 014,-102,909,K,V,1,1
3551,ER 015,-92,934,K,V,4,1
3552,ER 016,-82,959,M,V,4,1
3553,ER 017,-92,1005,M,V,8,1
3554,ER 018,-112,1025,M,V,7,1
3555,ER 019,-116,1065,M,V,5,1
3556,ER 020,-117,1093,M,V,9,1
3557,ER 021,-117,1122,M,V,9,1
3558,ER 022,-118,1150,M,V,6,1
3559,ER 023,-118,1179,G,V,4,1
3560,ER 024,-119,1207,M,V,4,1
3561,ER 025,-119,1236,K,V,6,1
3562,ER 026,-120,1264,G,V,4,1
3563,ER 027,-121,1293,K,V,9,1
3564,ER 028,-122,1321,M,V,1,1
3565,ER 029,-122,1350,M,V,1,1
3566,ER 030,-123,1378,M,V,5,1
3567,ER 031,-123,1407,M,V,2,1
3568,ER 032,-124,1436,M,V,1,1
3569,ER 033,-124,1465,M,V,1,1
3570,ER 034,-124,1494,M,V,4,1
3571,ER 035,-124,1523,M,V,6,1
3572,ER 036,-124,1552,M,V,4,1
3573,ER 037,-124,1581,M,V,4,1
3574,ER 038,-96,1625,M,V,3,1
3575,ER 039,-76,1645,A,V,4,1
3576,ER 040,-56,1665,G,V,1,1
3577,ER 041,-36,1685,M,V,2,1
3578,ER 042,-16,1705,M,V,4,1
3579,ER 043,4,1725,M,V,8,1
3580,ER 044,18,1745,K,V,4,1
3581,ER 045,-82,1610,M,V,8,1
3582,HL 01,-686,650.6,G,V,3,1
3583,HL 02,-701,664,G,V,0,1
3584,HL 03,-690,690,G,V,3,1
3585,HL 04,-655,686,M,V,2,1
3586,HL 05,-650,708,M,V,0,1
3587,HL 06,-650,750,K,V,3,1
3588,HL 07,-636,785,M,V,7,1
3589,HL 08,-625,820,M,V,4,1
3590,HL 09,-655,841,G,V,8,1
3591,HL 10,-690,828,M,V,7,1
3592,HL 11,-676,795,M,V,7,1
3593,HL 12,-695,735,M,V,5,1
3594,HL 13,-710,755,M,V,0,1
3595,HL 14,-710,794,K,V,4,1
3596,HL 15,-742,755,M,V,6,1
3597,HL 16,-727,671,M,V,2,1
3598,HL 17,-756,707,M,V,3,1
3599,HL 18,-781,735,G,V,6,1
3600,HL 19,-744,784,M,V,8,1
3601,HL 20,-762,793,M,V,7,1
3602,HL 21,-772,819,M,V,2,1
3603,HL 22,-802,807,M,V,3,1
3604,HL 23,-838,794,M,V,5,1
3605,HL 24,-840,835,M,V,6,1
3606,HL 25,-835,868,M,V,1,1
3607,HL 26,-701,861,M,V,6,1
3608,HL 27,-770,859,M,V,4,1
3609,HL 28,-755,890,M,V,9,1
3610,HL 29,-805,880,G,V,4,1
3611,HL 30,-835,915,F,V,4,1
3612,HL 31,-745,915,K,V,5,1
3613,HL 32,-775,940,G,V,2,1
3614,HL 33,-815,940,M,V,5,1
3615,JF 01,575,510,M,V,6,1
3616,JF 02,573,478,M,V,1,1
3617,JF 03,595,525,M,V,3,1
3618,KC 01,2,1777,M,V,3,1
3619,KC 02,-40,1814,M,V,7,1
3620,KC 03,0,1900,M,V,2,1
3621,KC 04,-45,1883,M,V,3,1
3622,KC 05,47,1860,K,V,0,1
3623,KC 06,62,1827,G,V,3,1
3624,KC 07,68,1776,K,V,9,1
3625,KC 08,95,1780,M,V,1,1
3626,KC 09,101,1763,M,V,7,1
3627,KC 10,88,1725,M,V,9,1
3628,KC 11,128,1736,M,V,4,1
3629,KC 12,68,1746,M,V,1,1
3630,KC 13,49,1817,G,V,1,1
3631,KC 14,24,1862,M,V,4,1
3632,KC 15,-35,1855,G,V,2,1
3633,KC 16,-89,1823,M,V,2,1
3634,KC 17,-110,1835,M,V,4,1
3635,NC 01,-685,1120,G,V,4,1
3636,NP 00,-163,543,M,V,1,1
3637,NP 01,-396,354,M,V,7,1
3638,NP 02,-555,132,M,V,3,1
3639,NP 03,-580,134,G,V,2,1
3640,NP 04,-495,-116,M,V,4,1
3641,NP 05,-458,-193,M,V,8,1
3642,NP 06,-475,-275,M,V,6,1
3643,NP 07,-453,-366,M,V,8,1
3644,NP 08,-375,-390,M,V,2,1
3645,NP 09,-351,-417,M,V,7,1
3646,NP 10,-352,-447,K,V,7,1
3647,NP 11,-381,-483,M,V,0,1
3648,NP 12,-364,-374,M,V,7,1
3649,NP 13,-344,-377,M,V,9,1
3650,NP 14,-305,-383,M,V,0,1
3651,NP 15,-255,-458,M,V,0,1
3652,NP 16,-265,-500,M,V,0,1
3653,NP 17,-283,-539,K,V,5,1
3654,NP 18,-287,-564,M,V,8,1
3655,NP 19,-214,-458,K,V,7,1
3656,NP 20,-173,-477,M,V,7,1
3657,NP 21,-235,-530,M,V,3,1
3658,NP 22,-47,-503,M,V,7,1
3659,NP 23,4,-471,B,V,7,1
3660,NP 24,35,-495,M,V,1,1
3661,NP 25,95,-487,M,V,9,1
3662,NP 26,213,-484,M,V,4,1
3663,NP 27,225,-500,M,V,8,1
3664,NP 28,269,-430,A,V,6,1
3665,NP 29,291,-453,M,V,4,1
3666,NP 30,339,-451,M,V,6,1
3667,NP 31,417,-417,M,V,5,1
3668,NP 32,379,-457,G,V,3,1
3669,NP 33,414,-487,M,V,7,1
3670,NP 34,451,-478,M,V,2,1
3671,NP 35,366,-397,M,V,2,1
3672,NP 36,425,-455,M,V,2,1
3673,NP 37,519,-282,K,V,5,1
3674,NP 38,541,-295,M,V,7,1
3675,NP 39,560,-275,M,V,1,1
3676,NP 40,683,-107,M,V,4,1
3677,NP 41,660,-108,M,V,4,1
3678,NP 42,563,-308,M,V,3,1
3679,NP 43,585,-321,K,V,3,1
3680,NP 44,607,-334,M,V,1,1
3681,NP 45,608,-212,M,V,1,1
3682,NP 46,635,-212,M,V,9,1
3683,NP 47,633,19,M,V,6,1
3684,NP 48,657,19,M,V,9,1
3685,NP 49,640,62,A,V,1,1
3686,NP 50,800,203,M,V,7,1
3687,NP 51,446,263,G,V,4,1
3688,NP 52,479,300,M,V,0,1
3689,NP 53,495,320,K,V,0,1
3690,NP 54,511,340,M,V,1,1
3691,NP 55,386,417,M,V,9,1
3692,NP 56,401,432,M,V,9,1
3693,NP 57,429,450,M,V,7,1
3694,NP 58,444,458,M,V,4,1
3695,NP 59,472,468,K,V,1,1
3696,NP 60,499,479,M,V,7,1
3697,NP 61,527,489,M,V,6,1
3698,NP 62,338,438,M,V,9,1
3699,NP 63,344,459,M,V,5,1
3700,NP 64,225,450,M,V,6,1
3701,NP 65,170,443,M,V,6,1
3702,TFS 01,416,472,M,V,1,1
3703,TFS 02,416,501,M,V,7,1
3704,TFS 03,415,528,M,V,8,1
3705,TFS 04,415,555,A,V,8,1
3706,TFS 05,414,582,M,V,0,1
3707,TFS 06,390,620,G,V,7,1
3708,TFS 07,366,632,M,V,4,1
3709,TFS 08,342,644,M,V,5,1
3710,TFS 09,318,656,M,V,5,1
3711,TFS 10,287,692,K,V,2,1
3712,TFS 11,280,716,M,V,3,1
3713,TFS 12,274,740,K,V,0,1
3714,TFS 13,268,764,M,V,5,1
3715,TFS 14,258,815,M,V,0,1
3716,TFS 15,256,841,G,V,6,1
3717,TFS 16,253,868,M,V,0,1
3718,TFS 17,251,894,M,V,0,1
3719,TFS 18,248,921,K,V,6,1
3720,TFS 19,304,1064,M,V,3,1
3721,TFS 20,285,1084,M,V,4,1
3722,TFS 21,267,1104,M,V,8,1
3723,TFS 22,248,1124,M,V,2,1
3724,TFS 23,230,1144,K,V,5,1
3725,TFS 24,204,1192,F,V,0,1
3726,TFS 25,197,1220,M,V,7,1
3727,TFS 26,191,1248,M,V,8,1
3728,TFS 27,185,1276,M,V,1,1
3729,TFS 28,179,1304,G,V,0,1
3730,TFS 29,173,1332,M,V,6,1
3731,TFS 30,167,1360,M,V,0,1
3732,TFS 31,161,1388,M,V,2,1
3733,TFS 32,155,1416,M,V,4,1
3734,TFS 33,149,1444,M,V,2,1
3735,TFS 34,143,1472,M,V,2,1
3736,TFS 35,137,1500,M,V,7,1
3737,TFS 36,131,1528,M,V,6,1
3738,TFS 37,125,1556,G,V,0,1
3739,TFS 38,119,1584,G,V,9,1
3740,TFS 39,113,1612,G,V,5,1
3741,TFS 40,107,1640,G,V,4,1
3742,TFS 41,101,1668,M,V,2,1
3743,TFS 42,95,1696,M,V,0,1
3744,JP-H-405,580,-175,None,,0,
3745,JP-W-395,595,-200,None,,0,
3746,JP-V-405,620,-215,None,,0,
3747,JP-S-425,645,-220,None,,0,
3748,JP-R-381,668,-287,None,,0,
3749,JP-X-348,648,-300,None,,0,
3750,JP-K-315,635,-320,None,,0,
3751,JP-H-664,658,6,None,,0,
3752,JP-C-719,679,40,None,,0,
3753,JP-V-707,646,61,None,,0,
3754,JP-AA-632,520,112,None,,0,
3755,JP-M-774,455,289,None,,0,
3756,JP-AA-730,468,262,None,,0,
3757,HD-276914,390,420,None,,0,
3758,HD-417328,390,440,None,,0,
3759,JP-P-59,406,-347,None,,0,
3760,JP-X-29,362,-391,None,,0,
3761,JP-L-18,402,-420,None,,0,
3762,JP-J-47,374,-421,None,,0,
3763,JP-L-37,428,-465,None,,0,
3764,JP-F-35,448,-483,None,,0,
3765,JP-A-109,339,-448,None,,0,
3766,JP-AA-64,416,-480,None,,0,
3767,JP-H-158,294,-452,None,,0,
3768,JP-I-160,269,-429,None,,0,
3769,JP-B-240,210,-450,None,,0,
3770,JP-S-273,227,-500,None,,0,
3771,JP-B-276,210,-486,None,,0,
3772,JP-I-402,61,-463,None,,0,
3773,JP-I-408,35,-443,None,,0,
3774,JP-L-400,90,-490,None,,0,
3775,JP-T-462,20,-482,None,,0,
3776,JP-W-560,-55,-505,None,,0,
3777,JP-D-657,-178,-479,None,,0,
3778,JP-S-710,-215,-495,None,,0,
3779,JP-AA-756,-260,-496,None,,0,
3780,JP-E-736,-255,-481,None,,0,
3781,JP-G-690,-305,-385,None,,0,
3782,JP-S-677,-397,-280,None,,0,
3783,JP-P-815,-452,-363,None,,0,
3784,JP-G-657,-461,-196,None,,0,
3785,JP-AA-604,-494,-110,None,,0,
3786,JP-S-305,-475,170,None,,0,
3787,JP-H-287,-486,199,None,,0,
3788,JP-K-241,-457,216,None,,0,
3789,JP-Q-39,-399,360,None,,0,
3790,JP-O-329,-167,496,None,,0,
3791,HD-389202,370,485,None,,0,
3792,HD-348126,370,510,None,,0,
3793,HD-367482,350,530,None,,0,
3794,HD-438297,345,552,None,,0,
3795,HD-384971,380,465,None,,0,
