,Name,Primary,FactionChange
1995,New Dallas,2,"['(Date=2354-03-03,Faction=TH)', '(Date=2766-01-31,Faction=RWR)', '(Date=2766-12-27,Faction=TH,RWR)', '(Date=2767-06-08,Faction=RWR)', '(Date=2773-06-25,Faction=IND)', '(Date=2779-06-25,Faction=TH)', '(Date=2786-12-30,Faction=FWL)', '(Date=2787-03-20,Faction=IND,FWL)', '(Date=2849-01-28,Faction=ABN)']"
1996,New Damascus,8,"['(Date=2274-03-15,Faction=IND)', '(Date=2340-07-02,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
1997,New Delos,4,"['(Date=2271-03-05,Faction=IND)', '(Date=2280-03-04,Faction=FWL)', '(Date=3014-03-22,Faction=FWLR)', '(Date=3015-03-15,Faction=FWL)', '(Date=3079-02-12,Faction=TP)', '(Date=3130-03-17,Faction=OP)']"
1998,New Delphi,3,"['(Date=2596-06-30,Faction=IND)', '(Date=2750-03-22,Faction=NDC)']"
1999,New Earth (Tau Ceti 2116-),4,"['(Date=2116-04-04,Faction=TA)', '(Date=2271-10-04,Faction=TA)', '(Date=2316-02-03,Faction=TH)', '(Date=2317-07-06,Faction=TH)', '(Date=2767-06-29,Faction=RWR)', '(Date=2779-03-27,Faction=TH)', '(Date=2790-03-08,Faction=LA)', '(Date=2821-12-02,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3068-10-05,Faction=WOB)', '(Date=3078-02-08,Faction=Stone,WOB)', '(Date=3078-06-05,Faction=Stone)', '(Date=3081-10-21,Faction=ROS)']"
2000,New Exford,1,"['(Date=2279-04-15,Faction=IND)', '(Date=2360-05-03,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-12-01,Faction=ARDC)', '(Date=3067-04-24,Faction=LA)']"
2001,New Florence,3,"['(Date=2319-10-22,Faction=TH)', '(Date=2767-10-02,Faction=RWR)', '(Date=2779-10-13,Faction=TH)', '(Date=2785-08-15,Faction=FS)', '(Date=2786-02-27,Faction=FS)', '(Date=2821-08-29,Faction=DC)', '(Date=2822-09-14,Faction=DC)', '(Date=2864-10-23,Faction=CC)', '(Date=2896-05-11,Faction=ABN)']"
2002,New Galicia,2,"['(Date=2682-09-01,Faction=FWL)', '(Date=2924-10-10,Faction=ABN)']"
2003,New Ganymede,3,"['(Date=2322-03-27,Faction=TC)', '(Date=2587-02-15,Faction=SL,TC)', '(Date=2587-08-15,Faction=SL)', '(Date=2597-03-21,Faction=TC)']"
2004,New Gascony,3,"['(Date=2600-03-17,Faction=TD)', '(Date=2750-06-03,Faction=TD)']"
2005,New Haiti (New Hati),1,"['(Date=2600-06-25,Faction=TD)', '(Date=2750-02-03,Faction=TD)']"
2006,New Hessen,7,"['(Date=2176-02-29,Faction=IND)', '(Date=2243-06-18,Faction=TGU)', '(Date=2367-08-01,Faction=CC)', '(Date=3028-09-13,Faction=CC,FS)', '(Date=3028-09-20,Faction=FS)', '(Date=3030-02-28,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3145-08-22,Faction=CC)']"
2007,New Home,1,"['(Date=2270-09-01,Faction=TA)', '(Date=2316-07-11,Faction=TH)', '(Date=2317-11-06,Faction=TH)', '(Date=2767-03-15,Faction=RWR)', '(Date=2779-07-12,Faction=TH)', '(Date=2790-09-15,Faction=CC)', '(Date=2821-07-30,Faction=CC)', '(Date=3029-08-16,Faction=TFR)', '(Date=3032-08-23,Faction=FC)', '(Date=3057-11-01,Faction=CM)', '(Date=3066-02-01,Faction=CM,WOB)', '(Date=3068-08-01,Faction=WOB)', '(Date=3078-03-09,Faction=Stone,WOB)', '(Date=3078-03-23,Faction=Stone)', '(Date=3081-06-09,Faction=ROS)']"
2008,New Hope,2,"['(Date=2268-06-13,Faction=IND)', '(Date=2355-09-18,Faction=LA)', '(Date=2417-06-22,Faction=FWL)', '(Date=2821-06-06,Faction=LA)', '(Date=2900-10-02,Faction=FWL)', '(Date=3072-02-01,Faction=WOB)', '(Date=3077-06-10,Faction=Stone)', '(Date=3081-05-01,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3136-02-01,Faction=PC)', '(Date=3145-07-30,Faction=CvW)']"
2009,New India,1,"['(Date=2448-12-24,Faction=RWR)', '(Date=2779-11-17,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
2010,New Ivaarsen,3,"['(Date=2170-05-28,Faction=TA)', '(Date=2242-01-08,Faction=IND)', '(Date=2355-03-03,Faction=FS)', '(Date=2571-03-14,Faction=FS)', '(Date=2825-08-14,Faction=DC)', '(Date=2864-01-08,Faction=DC)', '(Date=2955-05-31,Faction=FS)', '(Date=3025-11-18,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3145-08-03,Faction=DC)']"
2011,New Kent,2,"['(Date=2802-04-05,Faction=CSV)', '(Date=2864-12-22,Faction=CSV)', '(Date=2920-05-04,Faction=CSV,CCO,CIH,CDS)', '(Date=3025-05-27,Faction=CLAN)', '(Date=3067-11-07,Faction=CSV,CCO,CJF)', '(Date=3070-01-28,Faction=CSV,CCO)', '(Date=3073-05-01,Faction=CSV)', '(Date=3075-12-22,Faction=ABN)', '(Date=3075-12-14,Faction=CSV,CSL,CBS,CCC,CCO,CGS,CSA)']"
2012,New Kyoto,3,"['(Date=2256-11-17,Faction=IND)', '(Date=2299-03-20,Faction=FoS)', '(Date=2341-08-22,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3081-01-29,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3145-01-06,Faction=CWE)']"
2013,New Macao,3,"['(Date=2176-12-12,Faction=SSUP)', '(Date=2367-08-01,Faction=CC)', '(Date=3030-07-12,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-11-01,Faction=CM)', '(Date=3062-11-15,Faction=CC)']"
2014,New Mendham,3,"['(Date=2315-01-23,Faction=TH)', '(Date=2319-03-10,Faction=IND)', '(Date=2360-03-23,Faction=FS)', '(Date=2790-10-04,Faction=DC)', '(Date=2821-09-16,Faction=DC)']"
2015,New Olympia,3,"['(Date=2241-08-29,Faction=MCM)', '(Date=2271-06-01,Faction=FWL)', '(Date=3014-10-21,Faction=FWL,FWLR)', '(Date=3014-11-14,Faction=FWL)', '(Date=3079-09-25,Faction=MSC)', '(Date=3145-11-06,Faction=CWE)']"
2016,New Oslo,1,"['(Date=2250-08-13,Faction=PoR)', '(Date=2333-04-27,Faction=PoR,DC)', '(Date=2367-03-08,Faction=PoR)', '(Date=2510-05-01,Faction=DC)', '(Date=3034-03-13,Faction=FRR)', '(Date=3050-07-29,Faction=CW,FRR)', '(Date=3050-07-30,Faction=CW)', '(Date=3071-04-23,Faction=CHH)', '(Date=3100-04-23,Faction=CGB)', '(Date=3103-03-13,Faction=RD)']"
2017,New Port Royal,1,"['(Date=2600-12-16,Faction=TD)', '(Date=2750-01-20,Faction=TD)']"
2018,New Praha,1,"['(Date=2302-09-10,Faction=FWL)', '(Date=2924-02-02,Faction=ABN)']"
2019,New Rhodes III,1,"['(Date=2149-11-02,Faction=TA)', '(Date=2242-10-26,Faction=IND)', '(Date=2320-12-12,Faction=TH)', '(Date=2367-08-02,Faction=FS)', '(Date=2571-10-19,Faction=TH)', '(Date=2767-05-05,Faction=RWR)', '(Date=2779-12-21,Faction=TH)', '(Date=2786-02-15,Faction=FS)', '(Date=2788-06-07,Faction=FS)', '(Date=2789-07-10,Faction=DC)', '(Date=2821-06-19,Faction=DC)', '(Date=2864-09-08,Faction=FS)', '(Date=2900-05-08,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3081-04-16,Faction=ROS)', '(Date=3135-05-18,Faction=FS)']"
2020,New Roland,2,"['(Date=2657-07-22,Faction=CC)', '(Date=3030-10-26,Faction=MOC,CC)', '(Date=3030-10-28,Faction=MOC)', '(Date=3034-11-12,Faction=CC,MOC)', '(Date=3035-02-19,Faction=CC)']"
2021,New Sagan,2,"['(Date=2270-01-14,Faction=CH)', '(Date=2310-05-05,Faction=CCom)', '(Date=2367-08-01,Faction=CC)']"
2022,New Samarkand,6,"['(Date=2167-12-30,Faction=TA)', '(Date=2242-04-07,Faction=IND)', '(Date=2302-03-01,Faction=AG)', '(Date=2319-10-07,Faction=DC)']"
2023,New Sapporo,4,"['(Date=2685-06-20,Faction=DC)', '(Date=2924-08-26,Faction=ABN)']"
2024,New Sarum,3,"['(Date=2724-08-13,Faction=DC)', '(Date=2862-07-31,Faction=ABN)']"
2025,New Sierra,2,"['(Date=2596-09-16,Faction=IND)']"
2026,New St. Andrews,4,"['(Date=2822-05-01,Faction=IND)', '(Date=2900-01-26,Faction=PIND)']"
2027,New Stevens,1,"['(Date=2323-07-20,Faction=TH)', '(Date=2767-09-07,Faction=RWR)', '(Date=2779-10-14,Faction=TH)', '(Date=2780-03-10,Faction=CC)', '(Date=2834-02-17,Faction=ABN)']"
2028,New Sumatra,1,"['(Date=2656-04-25,Faction=DC)', '(Date=2924-12-22,Faction=ABN)']"
2029,New Syrtis,4,"['(Date=2265-07-01,Faction=IND)', '(Date=2350-12-28,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3145-09-25,Faction=CC)']"
2030,New Troy,1,"['(Date=2698-11-03,Faction=CC)', '(Date=2921-07-02,Faction=ABN)']"
2031,New Valencia,4,"['(Date=2297-02-23,Faction=IND)', '(Date=2340-08-07,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2032,New Vallis,3,"['(Date=2596-09-21,Faction=SL)', '(Date=2597-03-21,Faction=TC)']"
2033,New Vandenburg,6,"['(Date=2341-08-11,Faction=TC)', '(Date=2588-01-12,Faction=SL,TC)', '(Date=2588-08-23,Faction=SL)', '(Date=2597-03-21,Faction=TC)']"
2034,New Venice,3,"['(Date=3000-04-12,Faction=MH)']"
2035,New Wessex,3,"['(Date=2319-06-19,Faction=IND)', '(Date=2350-05-01,Faction=LA)', '(Date=2820-12-11,Faction=DC)', '(Date=2864-06-21,Faction=LA)', '(Date=2930-05-05,Faction=DC)', '(Date=3081-12-18,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3145-03-02,Faction=RD)']"
2036,New Westin,3,"['(Date=2182-02-15,Faction=IND)', '(Date=2250-04-04,Faction=SIS)', '(Date=2367-08-01,Faction=CC)']"
2037,New Ålborg,4,"['(Date=2730-08-14,Faction=RWR)', '(Date=2779-01-21,Faction=PIND)', '(Date=2831-01-19,Faction=ABN)']"
2038,Newcastle,4,"['(Date=2397-08-08,Faction=FWL)', '(Date=3081-08-13,Faction=IND)', '(Date=3130-11-22,Faction=RF)']"
2039,Newton,1,"['(Date=2741-03-20,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2040,Newtown Square,2,"['(Date=2443-10-12,Faction=RWR)', '(Date=2779-09-09,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3067-11-11,Faction=CJF)', '(Date=2443-09-08,Faction=RWR)', '(Date=2779-10-28,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3067-11-17,Faction=CJF)']"
2041,Nexus Ri,3,"['(Date=2267-02-16,Faction=PIND)', '(Date=2571-12-04,Faction=OA)', '(Date=2596-09-22,Faction=DC)', '(Date=2923-12-18,Faction=ABN)']"
2042,Ngake,3,"['(Date=2247-01-14,Faction=PR)', '(Date=2271-06-01,Faction=FWL)', '(Date=3078-05-01,Faction=PR)', '(Date=3086-02-01,Faction=RF)']"
2043,Niangol,1,"['(Date=2734-12-31,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
2044,Nichol's Rest,3,"['(Date=2706-01-12,Faction=LA)', '(Date=2860-09-24,Faction=ABN)']"
2045,Nightwish,3,"['(Date=2425-03-27,Faction=RWR)', '(Date=2779-03-20,Faction=PIND)', '(Date=2880-08-20,Faction=ABN)']"
2046,Nihal,4,"['(Date=2192-11-09,Faction=IND)', '(Date=2250-09-17,Faction=SIS)', '(Date=2367-08-01,Faction=CC)']"
2047,Niihau,1,"['(Date=2268-07-04,Faction=IND)', '(Date=2315-08-16,Faction=FWL)', '(Date=3081-11-05,Faction=IND)', '(Date=3110-08-21,Faction=DTA)', '(Date=3145-06-13,Faction=CWE)']"
2048,Niles (Clan),1,"['(Date=2802-11-28,Faction=CHH)', '(Date=2864-06-27,Faction=CHH)', '(Date=3072-02-27,Faction=CHH,CCC)', '(Date=3072-11-03,Faction=CHH,CCC,CCO,CFM)', '(Date=3073-07-17,Faction=CHH,CCC,CCO)', '(Date=3075-06-01,Faction=CBS,CSL,CSA)', '(Date=3079-01-10,Faction=CSL,CSA)', '(Date=3085-03-17,Faction=CSL)']"
2049,Niles (OA),3,"['(Date=2376-06-16,Faction=OA)', '(Date=2596-09-22,Faction=DC)', '(Date=2750-06-17,Faction=FS)', '(Date=2820-12-19,Faction=DC)', '(Date=2850-08-19,Faction=FS)', '(Date=3030-06-06,Faction=DC)']"
2050,Ningpo,4,"['(Date=2243-02-21,Faction=TGU)', '(Date=2367-08-01,Faction=CC)', '(Date=2767-08-13,Faction=RWR)', '(Date=2779-09-10,Faction=CC)', '(Date=2790-05-30,Faction=CC)', '(Date=3030-04-24,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-11-01,Faction=CM)', '(Date=3065-05-27,Faction=CC)', '(Date=3072-02-01,Faction=WOB)', '(Date=3077-08-02,Faction=CC,WOB)', '(Date=3077-08-18,Faction=CC)', '(Date=3085-07-15,Faction=ROS)', '(Date=3135-05-02,Faction=CC)']"
2051,Ningxia,3,"['(Date=2170-04-06,Faction=TA)', '(Date=2242-01-08,Faction=IND)', '(Date=2322-06-14,Faction=DC)']"
2052,Niomede,4,"['(Date=2689-11-21,Faction=CC)']"
2053,"Niops (Niops V, VI, VII)",7,"['(Date=2638-12-16,Faction=NIOPS)']"
2054,Niquinohomo,3,"['(Date=2273-06-27,Faction=IND)', '(Date=2350-02-23,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2055,Nirasaki,1,"['(Date=2237-12-17,Faction=IND)', '(Date=2320-01-01,Faction=TH)', '(Date=2767-03-19,Faction=RWR)', '(Date=2779-01-30,Faction=TH)', '(Date=2790-03-10,Faction=DC)', '(Date=3072-02-01,Faction=WOB)', '(Date=3077-05-10,Faction=Stone,WOB)', '(Date=3077-06-14,Faction=Stone)', '(Date=3081-02-01,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3145-06-15,Faction=DC)']"
2056,Nis,3,"['(Date=2604-04-20,Faction=FS)', '(Date=2787-02-28,Faction=ABN)']"
2057,Nito,1,"['(Date=2701-08-06,Faction=RWR)', '(Date=2779-01-08,Faction=PIND)', '(Date=2814-09-26,Faction=ABN)']"
2058,Nizina,2,"['(Date=2282-10-11,Faction=IND)', '(Date=2340-03-30,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2059,No Return,2,"['(Date=2690-10-03,Faction=CC)']"
2060,Noatak,3,"['(Date=2274-04-23,Faction=IND)', '(Date=2355-02-07,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2061,Nobel,2,"['(Date=2269-05-03,Faction=PIND)', '(Date=2540-12-27,Faction=MOC)', '(Date=2583-04-22,Faction=MOC,SL)', '(Date=2583-04-25,Faction=SL)', '(Date=2597-03-21,Faction=MOC)', '(Date=2921-04-28,Faction=ABN)']"
2062,Nockatunga,4,"['(Date=2256-01-17,Faction=IND)', '(Date=2360-03-15,Faction=FWL)', '(Date=2900-06-01,Faction=FWL)', '(Date=3079-11-29,Faction=DTA)', '(Date=3079-10-01,Faction=LA)', '(Date=3145-01-31,Faction=DTA)']"
2063,Nogales,1,"['(Date=2657-09-24,Faction=FS)', '(Date=3020-04-10,Faction=ABN)']"
2064,Noh-wan Hohm,4,"['(Date=2705-07-10,Faction=FS)', '(Date=2817-05-18,Faction=ABN)']"
2065,Noisiel,3,"['(Date=2740-10-10,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
2066,Non Diz,2,"['(Date=2682-08-13,Faction=CC)', '(Date=3023-10-21,Faction=ABN)']"
2067,Nopah,7,"['(Date=2319-05-20,Faction=IND)', '(Date=2367-07-03,Faction=TH)', '(Date=2767-11-11,Faction=RWR)', '(Date=2779-08-06,Faction=TH)', '(Date=2790-04-26,Faction=FS)', '(Date=2821-05-02,Faction=CC)', '(Date=2905-08-26,Faction=CC)', '(Date=2930-07-13,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3072-02-01,Faction=WOB)', '(Date=3077-05-21,Faction=Stone,WOB)', '(Date=3077-05-26,Faction=Stone)', '(Date=3081-10-29,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3145-06-08,Faction=CC)']"
2068,Norfolk,5,"['(Date=2261-05-13,Faction=IND)', '(Date=2280-08-22,Faction=FWL)', '(Date=3079-03-07,Faction=PR)', '(Date=3081-04-15,Faction=IND)', '(Date=3086-02-01,Faction=RF)', '(Date=3130-09-21,Faction=RF)']"
2069,Norman's World,2,"['(Date=2661-08-03,Faction=TC)', '(Date=3081-06-13,Faction=FS)']"
2070,Northfield,1,"['(Date=2304-09-08,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2071,Northsun,1,"['(Date=2647-05-31,Faction=OA)', '(Date=2864-01-13,Faction=PIND)', '(Date=2911-07-15,Faction=ABN)']"
2072,Northwind,2,"['(Date=2218-01-25,Faction=IND)', '(Date=2315-01-05,Faction=TH)', '(Date=2319-12-30,Faction=TH)', '(Date=2767-11-10,Faction=RWR)', '(Date=2779-02-19,Faction=TH)', '(Date=2790-10-13,Faction=CC)', '(Date=2821-08-01,Faction=CC)', '(Date=2841-12-12,Faction=FS)', '(Date=2864-07-05,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-11-01,Faction=MERC)', '(Date=3067-12-01,Faction=MERC,WOB)', '(Date=3078-02-20,Faction=MERC)', '(Date=3081-08-13,Faction=ROS)']"
2073,Notwina,1,"['(Date=2275-08-21,Faction=IND)', '(Date=2340-07-09,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2074,Nouasseur,4,"['(Date=2461-12-21,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
2075,Nouveau Toulouse,3,"['(Date=2727-06-26,Faction=FS)', '(Date=2804-11-04,Faction=ABN)']"
2076,Nouveaux Paris,2,"['(Date=2900-09-21,Faction=IND)', '(Date=3049-11-09,Faction=CSJ)', '(Date=3052-10-21,Faction=CSJ)', '(Date=3060-08-12,Faction=ABN)', '(Date=3070-11-09,Faction=CHH)', '(Date=3070-10-01,Faction=CHH,CIH)', '(Date=3072-10-01,Faction=CHH)', '(Date=3072-11-28,Faction=CHH,SOC,CB)', '(Date=3073-04-12,Faction=SOC,CB)', '(Date=3073-07-07,Faction=SOC,CB,CHH)', '(Date=3073-07-09,Faction=SOC,CB,CSA)', '(Date=3073-07-28,Faction=CHH)', '(Date=3110-12-27,Faction=ABN)']"
2077,Nova Roma,3,"['(Date=2620-08-11,Faction=FWL)', '(Date=3014-03-24,Faction=FWL,FWLR)', '(Date=3014-03-27,Faction=FWLR)', '(Date=3015-03-15,Faction=FWL)', '(Date=3079-12-01,Faction=TP)', '(Date=3130-12-02,Faction=OP)']"
2078,Novara,1,"['(Date=2635-07-20,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
2079,Novaya Zemlya,4,"['(Date=2263-01-01,Faction=IND)', '(Date=2325-06-01,Faction=FS)', '(Date=2341-09-22,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2080,Novgorod,1,"['(Date=2891-11-17,Faction=HL)', '(Date=3025-11-09,Faction=HL)']"
2081,Novo Franklin,8,"['(Date=2598-03-22,Faction=PIND)', '(Date=2750-08-10,Faction=IND)']"
2082,Novo Tressida,3,"['(Date=2621-06-11,Faction=MOC)']"
2083,Nowhere,1,"['(Date=2376-12-27,Faction=DC)', '(Date=3120-06-01,Faction=PIND)']"
2084,Nox,4,"['(Date=2168-11-18,Faction=TA)', '(Date=2235-10-07,Faction=TamP)', '(Date=2341-11-13,Faction=LA)', '(Date=2445-06-25,Faction=DC)', '(Date=2463-09-08,Faction=LA)', '(Date=2490-04-03,Faction=DC)', '(Date=2550-06-22,Faction=LA)', '(Date=2900-05-12,Faction=DC)', '(Date=3030-04-25,Faction=LA)', '(Date=3034-03-13,Faction=FRR)', '(Date=3052-02-06,Faction=CW)', '(Date=3062-03-29,Faction=CGB)', '(Date=3103-03-13,Faction=RD)']"
2085,Nuelson Minor,4,"['(Date=2719-02-17,Faction=LA)', '(Date=2925-11-18,Faction=ABN)']"
2086,Nukus,2,"['(Date=2709-09-08,Faction=CC)', '(Date=2845-01-07,Faction=ABN)']"
2087,Nullarbor,2,"['(Date=2232-12-28,Faction=IND)', '(Date=2280-04-20,Faction=FWL)', '(Date=3014-03-22,Faction=FWLR)', '(Date=3015-03-15,Faction=FWL)', '(Date=3081-06-23,Faction=IND)', '(Date=3130-07-02,Faction=RF)']"
2088,Numenor,1,"['(Date=2283-05-02,Faction=IND)', '(Date=2340-03-08,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2089,Numki,3,"['(Date=2616-02-21,Faction=DC)', '(Date=2821-12-02,Faction=LA)', '(Date=2864-08-11,Faction=DC)']"
2090,Nuneaton,4,"['(Date=2688-05-18,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
2091,Nunivak,2,"['(Date=2601-01-31,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2092,Nusakan,3,"['(Date=2218-12-02,Faction=IND)', '(Date=2299-06-01,Faction=FoS)', '(Date=2341-10-20,Faction=LA)', '(Date=2767-03-01,Faction=RWR)', '(Date=2779-07-26,Faction=TH)', '(Date=2780-12-29,Faction=LA)', '(Date=2786-07-05,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3081-09-15,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3145-01-09,Faction=CJF)']"
2093,Nyamlell,1,"['(Date=2697-11-06,Faction=AXP)']"
2094,Nyasa,3,"['(Date=2676-05-10,Faction=RWR)', '(Date=2779-04-13,Faction=PIND)', '(Date=2798-02-02,Faction=ABN)']"
2095,Nykvarn,2,"['(Date=2322-03-24,Faction=DC)', '(Date=3050-05-01,Faction=CSJ)', '(Date=3059-06-29,Faction=DC)', '(Date=3075-06-01,Faction=DC,CDS)']"
2096,Nyserta,2,"['(Date=2900-09-18,Faction=PIND)', '(Date=3025-10-12,Faction=EF)', '(Date=3049-09-03,Faction=CGB)', '(Date=3052-06-30,Faction=CDS)', '(Date=3052-08-01,Faction=CW)', '(Date=3070-11-14,Faction=CW,CHH)', '(Date=3070-12-04,Faction=CHH)', '(Date=3100-02-07,Faction=TB)']"
2097,O'Fallon,2,"['(Date=2298-07-11,Faction=IND)', '(Date=2340-10-01,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2098,Oberon VI,6,"['(Date=2684-11-23,Faction=RWR)', '(Date=2779-01-04,Faction=PIND)', '(Date=2783-11-13,Faction=OC)', '(Date=3012-10-24,Faction=OC)', '(Date=3049-09-02,Faction=CW)', '(Date=3070-11-14,Faction=CHH)', '(Date=3100-02-07,Faction=TB)']"
2099,Obrenovac,3,"['(Date=2540-10-25,Faction=MOC)', '(Date=2579-03-19,Faction=MOC,SL)', '(Date=2579-03-25,Faction=SL)', '(Date=2597-03-21,Faction=FWL)', '(Date=3081-06-25,Faction=IND)']"
2100,Oceana,2,"['(Date=2269-04-06,Faction=IND)', '(Date=2280-09-30,Faction=FWL)', '(Date=3014-03-22,Faction=FWLR)', '(Date=3015-03-15,Faction=FWL)', '(Date=3081-06-09,Faction=IND)', '(Date=3139-07-01,Faction=CP)']"
2101,Odabasi,4,"['(Date=2310-07-15,Faction=IND)', '(Date=2322-04-30,Faction=DC)']"
2102,Odawara,4,"['(Date=2341-01-16,Faction=DC)', '(Date=2923-02-28,Faction=ABN)']"
2103,Odell,2,"['(Date=2167-11-24,Faction=TA)', '(Date=2242-11-22,Faction=IND)', '(Date=2340-04-07,Faction=FS)', '(Date=2796-11-20,Faction=DC)', '(Date=2798-12-01,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2104,Odessa ('The Ruins of Gabriel'),1,"['(Date=2314-09-22,Faction=PD)', '(Date=2341-11-21,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
2105,Offerman,2,"['(Date=2360-07-30,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2106,Ogano,3,"['(Date=2298-08-22,Faction=IND)', '(Date=2322-08-28,Faction=DC)']"
2107,Ogilvie,3,"['(Date=2293-01-20,Faction=IND)', '(Date=2350-12-19,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2108,Ohrensen,2,"['(Date=2268-02-27,Faction=IND)', '(Date=2315-11-24,Faction=DoL)', '(Date=2367-08-01,Faction=CC)', '(Date=2864-10-07,Faction=FWL)', '(Date=2900-11-06,Faction=FWL)', '(Date=3014-08-01,Faction=FWLR)', '(Date=3015-03-15,Faction=FWL)', '(Date=3079-02-05,Faction=OZP)', '(Date=3082-12-12,Faction=ROS)', '(Date=3135-11-06,Faction=OP)']"
2109,Okains,1,"['(Date=2274-12-02,Faction=IND)', '(Date=2350-07-08,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2110,Okaya,1,"['(Date=2674-10-30,Faction=DC)', '(Date=2925-04-09,Faction=ABN)']"
2111,Okefenokee,4,"['(Date=2680-08-30,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2112,Olafsvik,3,"['(Date=2247-03-11,Faction=PR)', '(Date=2271-06-01,Faction=FWL)', '(Date=3078-05-01,Faction=PR)', '(Date=3086-02-01,Faction=RF)']"
2113,Olancha,2,"['(Date=2164-12-17,Faction=TA)', '(Date=2242-02-25,Faction=IND)', '(Date=2360-03-07,Faction=FS)', '(Date=2796-01-29,Faction=DC)', '(Date=2808-07-02,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3145-02-06,Faction=DC)']"
2114,Old Canton,2,"['(Date=2292-06-09,Faction=IND)', '(Date=2322-09-07,Faction=DC)', '(Date=2925-09-09,Faction=ABN)']"
